question_id,pubtator_fetch,semantic_graph,vector_index,kg_expansion,answer_netmedex_hybrid_rag,answer_traditional_rag,answer_general_llm,total,node_count,edge_count,path_count,preferred_pmids,corpus_document_count,tokens_input_tokens,tokens_output_tokens,tokens_total_tokens
PP001,0.0,2.0839273929595947e-05,3.6105104088783264,0.00017959624528884888,0.0,,,4.151738211512566,65,90,2,"['29500883', '38045146']",9,,,
PP002,0.0,6.587803363800049e-05,1.2139059603214264,5.297362804412842e-05,0.0,,,1.711244136095047,89,126,3,"['15810876', '30623450', '32519340']",15,,,
PP003,0.0,2.485513687133789e-05,1.4910034462809563,3.026425838470459e-05,0.0,,,2.1316525787115097,33,42,1,['33476985'],15,,,
PP004,0.0,3.8780272006988525e-05,1.8680431470274925,1.7464160919189453e-05,0.0,,,2.5454201474785805,35,41,1,['27576555'],15,,,
PP005,0.0,2.0839273929595947e-05,1.7565901577472687,2.5741755962371826e-05,0.0,,,2.249392844736576,123,208,1,['26277279'],15,,,
PP006,0.0,3.38628888130188e-05,1.0365378856658936,8.174777030944824e-05,0.0,,,1.6748431995511055,65,90,2,"['29500883', '38045146']",9,,,
PP007,0.0,2.1979212760925293e-05,1.5117824599146843,5.315244197845459e-05,0.0,,,2.012323774397373,89,126,3,"['15810876', '30623450', '32519340']",15,,,
PP008,0.0,2.682209014892578e-05,2.0883903726935387,0.0002227500081062317,0.0,,,2.6527887359261513,209,297,1,"['21320797', '38474387']",26,,,
PP009,0.0,4.604458808898926e-05,1.612855687737465,0.00018056482076644897,0.0,,,2.1275192201137543,105,163,1,"['23788646', '28155088', '37546931']",15,,,
PP010,0.0,2.390146255493164e-05,1.459314689040184,0.00012792646884918213,0.0,,,1.9590073600411415,105,163,2,"['37546931', '38554847']",15,,,
PP011,0.0,3.5881996154785156e-05,1.217007115483284,0.00015854835510253906,0.0,,,1.7433756664395332,59,126,3,"['20485626', '25646384', '29052129', '32839523', '38064540']",11,,,
PP012,0.0,1.5914440155029297e-05,1.1140684932470322,0.00016383081674575806,0.0,,,1.6046988293528557,59,126,1,"['29052129', '30611768', '38064540']",11,,,
PP013,0.0,1.3962388038635254e-05,1.187959924340248,0.00022305548191070557,0.0,,,1.71515753865242,59,126,3,"['20485626', '25646384', '29052129', '32839523', '38064540']",11,,,
PP014,0.0,2.3126602172851562e-05,2.0742916986346245,0.00010973215103149414,30.390463463962078,,,33.1712277084589,166,267,1,"['29302038', '35430804']",26,4175,1078,5253
PP015,0.0,6.915628910064697e-05,3.3282671347260475,0.00026341527700424194,0.0,,,4.027384355664253,172,296,3,"['33201261', '36289287', '36600119', '37546931']",39,0,0,0
PP016,0.0,3.5785138607025146e-05,2.4847724363207817,0.0002463236451148987,0.0,,,3.39509928971529,172,296,3,"['33201261', '36289287', '36600119', '37546931']",39,0,0,0
PP017,0.0,6.449967622756958e-05,1.6172063648700714,0.00011464953422546387,0.0,,,2.049850970506668,60,104,1,"['39411648', '41997336']",15,0,0,0
PP018,0.0,1.6644597053527832e-05,2.8134262412786484,0.00025030970573425293,32.42198656499386,,,35.75102620571852,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3596,1200,4796
PP019,0.0,7.218867540359497e-05,3.4686552733182907,0.0008118376135826111,32.16739438474178,,,36.34107782691717,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3433,1200,4633
PP020,0.0,0.00010025501251220703,3.5509701892733574,0.00044645369052886963,32.38485649973154,,,36.66683131456375,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3600,1200,4800
