question_id,pubtator_fetch,semantic_graph,vector_index,kg_expansion,answer_netmedex_hybrid_rag,answer_traditional_rag,answer_general_llm,total,node_count,edge_count,path_count,preferred_pmids,corpus_document_count,tokens_input_tokens,tokens_output_tokens,tokens_total_tokens
PP001,0.0,3.193318843841553e-05,2.9810730293393135,0.00010985881090164185,0.0,,,3.4403314739465714,65,90,2,"['29500883', '38045146']",9,,,
PP002,0.0,2.0645558834075928e-05,1.5644355788826942,6.423890590667725e-05,0.0,,,2.08270163834095,89,126,3,"['15810876', '30623450', '32519340']",15,,,
PP003,0.0,3.434717655181885e-05,1.4392547830939293,1.3723969459533691e-05,0.0,,,1.9251046627759933,33,42,1,['33476985'],15,,,
PP004,0.0,1.8171966075897217e-05,1.3804669678211212,1.2010335922241211e-05,0.0,,,1.8611075207591057,35,41,1,['27576555'],15,,,
PP005,0.0,1.8358230590820312e-05,1.4330072849988937,1.2472271919250488e-05,0.0,,,1.9492215663194656,123,208,1,['26277279'],15,,,
PP006,0.0,1.8931925296783447e-05,1.1071390882134438,2.9481947422027588e-05,0.0,,,1.5974399074912071,65,90,2,"['29500883', '38045146']",9,,,
PP007,0.0,1.792609691619873e-05,1.5696642696857452,4.214048385620117e-05,0.0,,,2.021258443593979,89,126,3,"['15810876', '30623450', '32519340']",15,,,
PP008,0.0,2.092123031616211e-05,2.1772984117269516,0.00031416863203048706,0.0,,,2.8100213184952736,209,297,1,"['21320797', '38474387']",26,,,
PP009,0.0,2.658367156982422e-05,1.9032405391335487,0.00040153414011001587,0.0,,,2.5094797760248184,105,163,1,"['23788646', '28155088', '37546931']",15,,,
PP010,0.0,7.75754451751709e-05,1.7223433777689934,0.00010763853788375854,0.0,,,2.224169082939625,105,163,2,"['37546931', '38554847']",15,,,
PP011,0.0,1.990795135498047e-05,1.2609079331159592,0.00015415996313095093,0.0,,,1.9503396302461624,59,126,3,"['20485626', '25646384', '29052129', '32839523', '38064540']",11,,,
PP012,0.0,1.8902122974395752e-05,1.1013788357377052,0.00031913816928863525,0.0,,,1.7156423404812813,59,126,1,"['29052129', '30611768', '38064540']",11,,,
PP013,0.0,2.361088991165161e-05,1.4167248904705048,0.00021257996559143066,0.0,,,1.949439413845539,59,126,3,"['20485626', '25646384', '29052129', '32839523', '38064540']",11,,,
PP014,0.0,2.8118491172790527e-05,2.1005003675818443,6.460881546139717,31.563366450369358,,,40.80865143984556,166,267,1,"['29302038', '35430804']",26,3841,1143,4984
PP015,0.0,5.863606929779053e-05,3.3368080481886864,0.00027938932180404663,0.0,,,4.269306480884552,172,296,3,"['33201261', '36289287', '36600119', '37546931']",39,0,0,0
PP016,0.0,9.507685899734497e-05,3.243869476020336,0.00025891512632369995,0.0,,,3.9452589079737663,172,296,3,"['33201261', '36289287', '36600119', '37546931']",39,0,0,0
PP017,0.0,8.455663919448853e-05,1.8681456372141838,0.0002142786979675293,0.0,,,2.4978560879826546,60,104,1,"['39411648', '41997336']",15,0,0,0
PP018,0.0,2.927333116531372e-05,3.2063643112778664,6.914044573903084,25.578173130750656,,,36.22377224266529,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3845,912,4757
PP019,0.0,8.377432823181152e-05,3.5122884660959244,6.7642346024513245,26.634363070130348,,,37.62145112454891,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3674,959,4633
PP020,0.0,8.035451173782349e-05,3.4971661791205406,8.689306154847145,28.944844119250774,,,41.84861285984516,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3849,1052,4901
