question_id,run_id,claim_id,path_id,verdict,reasons
PP001,formal-v1-gpt-oss:120b-F_adaptive,HC-01,90b8236c9fc91254,supported,
PP001,formal-v1-gpt-oss:120b-F_adaptive,HC-02,726c66af94dc377a,supported,
PP002,formal-v1-gpt-oss:120b-F_adaptive,HC-01,a48c9071e59e7e2d,supported,
PP002,formal-v1-gpt-oss:120b-F_adaptive,HC-02,f304e9bf2cf16017,supported,
PP003,formal-v1-gpt-oss:120b-F_adaptive,HC-01,31f26bea18c6474b,supported,
PP004,formal-v1-gpt-oss:120b-F_adaptive,HC-01,decd42689d2018ff,supported,
PP005,formal-v1-gpt-oss:120b-F_adaptive,HC-01,6b5618526adbdfc6,supported,
PP006,formal-v1-gpt-oss:120b-F_adaptive,HC-01,90b8236c9fc91254,supported,
PP006,formal-v1-gpt-oss:120b-F_adaptive,HC-02,726c66af94dc377a,supported,
PP007,formal-v1-gpt-oss:120b-F_adaptive,HC-01,a48c9071e59e7e2d,supported,
PP007,formal-v1-gpt-oss:120b-F_adaptive,HC-02,f304e9bf2cf16017,supported,
PP008,formal-v1-gpt-oss:120b-F_adaptive,HC-01,6c6fb0bc25292607,supported,
PP009,formal-v1-gpt-oss:120b-F_adaptive,HC-01,08b1ba895a663928,supported,
PP010,formal-v1-gpt-oss:120b-F_adaptive,HC-01,3a03360fb323a847,supported,
PP010,formal-v1-gpt-oss:120b-F_adaptive,HC-02,daf58598d61d93bf,supported,
PP011,formal-v1-gpt-oss:120b-F_adaptive,HC-01,499767e1e1703963,supported,
PP011,formal-v1-gpt-oss:120b-F_adaptive,HC-02,c37d8f7746362201,supported,
PP012,formal-v1-gpt-oss:120b-F_adaptive,HC-01,904d67f239f8cb5b,supported,
PP013,formal-v1-gpt-oss:120b-F_adaptive,HC-01,499767e1e1703963,supported,
PP013,formal-v1-gpt-oss:120b-F_adaptive,HC-02,c37d8f7746362201,supported,
PP014,formal-v1-gpt-oss:120b-F_adaptive,HC-01,fa3452511ed7b713,supported,
PP015,formal-v1-gpt-oss:120b-F_adaptive,HC-01,57416f2f7b9449cc,supported,
PP015,formal-v1-gpt-oss:120b-F_adaptive,HC-02,daf58598d61d93bf,supported,
PP016,formal-v1-gpt-oss:120b-F_adaptive,HC-01,9ed6292d75395474,supported,
PP016,formal-v1-gpt-oss:120b-F_adaptive,HC-02,57416f2f7b9449cc,supported,
PP017,formal-v1-gpt-oss:120b-F_adaptive,HC-01,7e9fef4360d43ca1,supported,
PP018,formal-v1-gpt-oss:120b-F_adaptive,HC-01,5392416d32ad795a,supported,
PP018,formal-v1-gpt-oss:120b-F_adaptive,HC-02,67837b72691d2015,supported,
PP019,formal-v1-gpt-oss:120b-F_adaptive,HC-01,5392416d32ad795a,supported,
PP019,formal-v1-gpt-oss:120b-F_adaptive,HC-02,5724030babeb80f1,supported,
PP020,formal-v1-gpt-oss:120b-F_adaptive,HC-01,5392416d32ad795a,supported,
PP020,formal-v1-gpt-oss:120b-F_adaptive,HC-02,67837b72691d2015,supported,
