question_id,pubtator_fetch,semantic_graph,vector_index,kg_expansion,answer_netmedex_hybrid_rag,answer_traditional_rag,answer_general_llm,total,node_count,edge_count,path_count,preferred_pmids,corpus_document_count,tokens_input_tokens,tokens_output_tokens,tokens_total_tokens
Q001,0.0,2.1807849407196045e-05,3.8547885566949844,3.246217966079712e-05,,,32.65090223401785,37.0632649064064,0,0,0,[],9,161,1331,1492
Q003,0.0,0.00017130374908447266,1.9332253187894821,3.440678119659424e-05,,,25.55493637174368,27.978534169495106,0,0,0,[],15,159,1028,1187
Q004,0.0,0.00011871755123138428,1.9392254799604416,2.197176218032837e-05,,,28.14714579284191,30.589898981153965,0,0,0,[],15,163,1150,1313
Q006,0.0,8.215755224227905e-05,1.7235295102000237,2.2016465663909912e-05,,,22.196203865110874,24.42872205376625,0,0,0,[],15,158,915,1073
Q008,0.0,2.580881118774414e-05,1.7182378321886063,2.2351741790771484e-05,,,23.473368644714355,25.67364513128996,0,0,0,[],15,157,968,1125
Q010,0.0,4.906952381134033e-05,1.6330447420477867,2.25752592086792e-05,,,26.32701975107193,28.504512265324593,0,0,0,[],12,174,1083,1257
Q011,0.0,5.0067901611328125e-05,1.781921625137329,2.498924732208252e-05,,,27.278707027435303,29.597444862127304,0,0,0,[],15,164,1122,1286
Q014,0.0,4.734843969345093e-05,1.093906156718731,8.87364149093628e-06,,,29.35940695554018,30.977268382906914,0,0,0,[],6,166,1209,1375
Q015,0.0,3.103911876678467e-05,0.9172635972499847,2.168118953704834e-05,,,37.580690406262875,39.018646121025085,0,0,0,[],3,168,1549,1717
Q016,0.0,4.78401780128479e-05,0.9432549998164177,2.0734965801239014e-05,,,24.25036695599556,25.705459848046303,0,0,0,[],4,161,1000,1161
Q021,0.0,5.939602851867676e-05,1.554004967212677,4.079192876815796e-05,,,26.71440965682268,28.87405215203762,0,0,0,[],10,161,1101,1262
Q025,0.0,6.674975156784058e-05,1.0950176417827606,1.963973045349121e-05,,,25.011573314666748,26.653003379702568,0,0,0,[],4,159,1032,1191
Q028,0.0,1.981109380722046e-05,4.01142230629921,0.00010400265455245972,,,32.09658508747816,36.65204647183418,0,0,0,[],9,164,1300,1464
Q029,0.0,3.3639371395111084e-05,0.9734872728586197,2.168118953704834e-05,,,24.797706238925457,26.30255825817585,0,0,0,[],7,157,1023,1180
Q037,0.0,4.477053880691528e-05,1.583190217614174,1.1064112186431885e-05,,,22.286675952374935,24.402375638484955,0,0,0,[],11,159,917,1076
Q041,0.0,5.24371862411499e-05,1.6267703399062157,2.8483569622039795e-05,,,23.329517282545567,25.52383153885603,0,0,0,[],10,182,959,1141
Q043,0.0,6.394088268280029e-05,1.5946882218122482,2.1182000637054443e-05,,,19.830571569502354,21.894873566925526,0,0,0,[],15,169,810,979
Q046,0.0,5.7287514209747314e-05,1.2834028601646423,1.0021030902862549e-05,,,24.73131701350212,26.4922017082572,0,0,0,[],7,165,1020,1185
Q047,0.0,4.2147934436798096e-05,0.7826641201972961,2.0988285541534424e-05,,,21.803469210863113,23.12679024040699,0,0,0,[],1,169,896,1065
Q050,0.0,6.124377250671387e-05,1.038029283285141,2.057105302810669e-05,,,27.423057086765766,28.958776995539665,0,0,0,[],5,167,1127,1294
