question_id,pubtator_fetch,semantic_graph,vector_index,answer_netmedex_hybrid_rag,answer_traditional_rag,answer_general_llm,total,node_count,edge_count,path_count,preferred_pmids,corpus_document_count,tokens_input_tokens,tokens_output_tokens,tokens_total_tokens
Q001,0.0,22.350695177912712,4.065977528691292,25.763283148407936,14.986975513398647,7.5288335010409355,80.66139663010836,65,100,0,[],9,22043,14393,36436
Q003,0.0,0.00010886043310165405,1.7998656183481216,7.848516806960106,11.170502722263336,3.6749431639909744,25.04611700028181,0,0,0,[],15,6546,1753,8299
Q004,0.0,39.5737082734704,1.9716362208127975,18.88942375034094,14.67579548805952,12.424092181026936,95.5300012677908,87,127,0,[],15,28487,22901,51388
Q006,0.0,3.968179225921631e-05,1.7105212956666946,8.054517775774002,6.644317045807838,6.651183910667896,23.551022112369537,0,0,0,[],15,7009,1568,8577
Q008,0.0,60.67214410007,1.7895001918077469,9.666064217686653,12.757713600993156,8.714736141264439,102.95177548378706,107,165,3,"['23788646', '28155088', '35743652', '37546931', '38073491', '38554847']",15,31250,23689,54939
Q010,0.0,30.788791947066784,1.63359484821558,32.09706865251064,24.566138558089733,12.561054550111294,108.34803377091885,92,160,0,[],12,27908,20597,48505
Q011,0.0,81.58011046051979,2.1776497215032578,11.428415544331074,13.08475897461176,7.452945418655872,125.97676892578602,125,210,0,[],15,30039,28412,58451
Q014,0.0,6.2502920627594e-05,1.1300445348024368,11.507703073322773,12.164156377315521,7.250686541199684,32.54387394338846,0,0,0,[],6,6095,2412,8507
Q015,0.0,27.395573161542416,0.927502803504467,8.155531458556652,8.936970725655556,5.795758277177811,57.09278290718794,48,61,0,[],3,8727,8893,17620
Q016,0.0,20.325922645628452,1.1365965008735657,48.06310747563839,7.770495422184467,10.307500697672367,93.61527921259403,40,65,0,[],4,8350,8516,16866
Q021,0.0,4.733353853225708e-05,1.6666716560721397,27.91317255795002,11.031101204454899,9.0198924690485,50.13469487428665,0,0,0,[],10,8664,2569,11233
Q025,0.0,24.417193345725536,0.9240230172872543,8.188073322176933,16.067800745368004,7.455857239663601,63.2413764744997,45,76,0,[],4,9885,9757,19642
Q028,0.0,39.570642061531544,1.470286376774311,37.17202526330948,11.913128077983856,6.986930832266808,105.873026676476,97,166,0,[],9,22218,21316,43534
Q029,0.0,22.080645456910133,1.3059107586741447,5.413009583950043,9.433739848434925,10.705113105475903,54.97516553848982,45,89,2,"['40681353', '42065920']",7,14793,13314,28107
Q037,0.0,35.76304064691067,1.4480882361531258,6.751003876328468,9.436206206679344,6.740182839334011,68.05696614086628,60,105,3,"['25646384', '29052129', '30611768', '38064540']",11,25774,21870,47644
Q041,0.0,34.63223993778229,1.5330572351813316,10.156640477478504,16.011990562081337,6.271529778838158,74.23974515497684,75,176,0,[],10,25456,26435,51891
Q043,0.0,37.65824557840824,1.7536901161074638,12.519737467169762,9.00026435405016,6.9992846474051476,76.60922505706549,113,237,0,[],15,28274,28914,57188
Q046,0.0,9.466707706451416e-05,1.3876176998019218,4.667790941894054,4.794827990233898,3.8769252747297287,15.306998431682587,0,0,0,[],7,6020,1366,7386
Q047,0.0,3.6522746086120605e-05,0.7286463603377342,3.27420162409544,4.888565316796303,4.498732462525368,13.879308052361012,0,0,0,[],1,984,1013,1997
Q050,0.0,14.683579169213772,1.0432114228606224,8.901555322110653,11.325166866183281,3.721483565866947,45.14960562437773,63,92,0,[],5,11811,11062,22873
