question_id,pubtator_fetch,semantic_graph,vector_index,kg_expansion,answer_netmedex_hybrid_rag,answer_traditional_rag,answer_general_llm,total,node_count,edge_count,path_count,preferred_pmids,corpus_document_count,tokens_input_tokens,tokens_output_tokens,tokens_total_tokens
PP001,0.0,2.4199485778808594e-05,3.0927937105298042,0.00014660507440567017,0.0,,,3.6071208640933037,65,90,2,"['29500883', '38045146']",9,,,
PP002,0.0,5.46872615814209e-05,1.3538715839385986,5.83156943321228e-05,0.0,,,1.8204980492591858,89,126,3,"['15810876', '30623450', '32519340']",15,,,
PP003,0.0,2.3767352104187012e-05,1.4249403551220894,1.3791024684906006e-05,0.0,,,1.9124793484807014,33,42,1,['33476985'],15,,,
PP004,0.0,1.5303492546081543e-05,1.658291257917881,4.620850086212158e-05,0.0,,,2.341583952307701,35,41,1,['27576555'],15,,,
PP005,0.0,6.366521120071411e-05,1.500188335776329,1.2017786502838135e-05,0.0,,,2.017973244190216,123,208,1,['26277279'],15,,,
PP006,0.0,1.693516969680786e-05,1.2290128022432327,9.544193744659424e-05,0.0,,,1.9476688578724861,65,90,2,"['29500883', '38045146']",9,,,
PP007,0.0,4.0277838706970215e-05,1.908492997288704,5.935877561569214e-05,0.0,,,2.475538171827793,89,126,3,"['15810876', '30623450', '32519340']",15,,,
PP008,0.0,2.177804708480835e-05,2.313677579164505,0.00032808631658554077,0.0,,,3.0326815471053123,209,297,1,"['21320797', '38474387']",26,,,
PP009,0.0,6.462633609771729e-05,1.7372947856783867,0.00018065422773361206,0.0,,,2.230560377240181,105,163,1,"['23788646', '28155088', '37546931']",15,,,
PP010,0.0,2.4907290935516357e-05,1.4042387083172798,0.0002449452877044678,0.0,,,2.024835355579853,105,163,2,"['37546931', '38554847']",15,,,
PP011,0.0,6.537139415740967e-05,1.505899354815483,0.00015988945960998535,0.0,,,2.2108995467424393,59,126,3,"['20485626', '25646384', '29052129', '32839523', '38064540']",11,,,
PP012,0.0,1.679360866546631e-05,1.1293033584952354,0.0001635029911994934,0.0,,,1.6270942687988281,59,126,1,"['29052129', '30611768', '38064540']",11,,,
PP013,0.0,1.516193151473999e-05,1.2010816931724548,0.0005205497145652771,0.0,,,1.7615619897842407,59,126,3,"['20485626', '25646384', '29052129', '32839523', '38064540']",11,,,
PP014,0.0,2.7708709239959717e-05,2.0728214010596275,5.987435407936573,25.36734527349472,,,33.93978338688612,166,267,1,"['29302038', '35430804']",26,3841,891,4732
PP015,0.0,5.501508712768555e-05,3.128787286579609,0.00025719404220581055,0.0,,,4.081336826086044,172,296,3,"['33201261', '36289287', '36600119', '37546931']",39,0,0,0
PP016,0.0,7.67335295677185e-05,3.0493243262171745,0.0002610906958580017,0.0,,,3.661522626876831,172,296,3,"['33201261', '36289287', '36600119', '37546931']",39,0,0,0
PP017,0.0,8.161365985870361e-05,1.8982491344213486,0.0002687424421310425,0.0,,,2.429503433406353,60,104,1,"['39411648', '41997336']",15,0,0,0
PP018,0.0,4.7087669372558594e-05,3.015269860625267,6.8517153561115265,30.535853646695614,,,40.94715595245361,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3845,1116,4961
PP019,0.0,8.273869752883911e-05,3.5154199823737144,6.76240336894989,28.49431935697794,,,39.3294116333127,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3674,1040,4714
PP020,0.0,8.000433444976807e-05,3.3263882771134377,7.384270898997784,32.55425126105547,,,43.983716778457165,223,452,4,"['16313350', '17191007', '20599675', '22179898', '24646638', '24976068', '25918553', '26707036']",42,3849,1200,5049
