question_id,pubtator_fetch,semantic_graph,vector_index,answer_netmedex_hybrid_rag,answer_traditional_rag,answer_general_llm,total,node_count,edge_count,path_count,preferred_pmids,corpus_document_count,tokens_input_tokens,tokens_output_tokens,tokens_total_tokens
Q001,0.0,2.6240944862365723e-05,3.5125587210059166,12.729083955287933,13.446116209030151,21.032446324825287,51.19346220046282,0,0,0,[],9,9055,4628,13683
Q002,0.0,7.905066013336182e-05,1.8115544840693474,10.712546974420547,7.5810671746730804,11.260788962244987,31.85542517900467,0,0,0,[],15,6851,3090,9941
Q003,0.0,5.449354648590088e-05,1.8980781212449074,9.821030370891094,9.321977742016315,14.99987305700779,36.551206447184086,0,0,0,[],15,6543,3157,9700
Q004,0.0,2.4460256099700928e-05,2.269052565097809,8.091814003884792,11.974405646324158,8.971268996596336,31.83713287860155,0,0,0,[],15,7323,2887,10210
Q005,0.0,2.6904046535491943e-05,1.691734455525875,7.261116616427898,6.85516656935215,9.604196533560753,25.919608898460865,0,0,0,[],15,6533,2039,8572
Q006,0.0,2.4452805519104004e-05,1.7881349921226501,6.842412613332272,7.597555331885815,13.883465245366096,30.770812198519707,0,0,0,[],15,7006,2563,9569
Q007,0.0,4.3161213397979736e-05,1.697901926934719,6.4482980743050575,6.288124725222588,12.926050923764706,27.87748695909977,0,0,0,[],15,6151,2618,8769
Q008,0.0,3.847479820251465e-05,1.9019783362746239,14.342028990387917,11.375953681766987,18.78268066048622,46.894740872085094,0,0,0,[],15,8809,3912,12721
Q009,0.0,2.111494541168213e-05,1.9764943644404411,9.917196616530418,14.270263321697712,39.298002392053604,66.00520947575569,0,0,0,[],15,8200,6179,14379
Q010,0.0,3.141164779663086e-05,1.352590024471283,25.81460776925087,26.070329442620277,42.24745661020279,96.1200469583273,0,0,0,[],12,10481,11184,21665
