system,arm,question_id,run_id,label,question_type,routed_profile,route_reason,use_node_rag,max_hops,gate_directional_paths,gate_multi_document_paths,gate_evidence_paths,node_ids,exposed_pmids,exposed_edges,exposed_paths,exposure_signature
netmedex_hybrid_rag,F_adaptive,Q001,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,mechanism,H_evidence_gated_four_hop,question_type=mechanism,True,4,False,True,True,MESH:C056599_Chemical;MESH:D014025_Chemical,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q004,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,two_hop_path,H_evidence_gated_four_hop,question_type=two_hop_path,True,4,False,True,True,R-HSA-109581_Pathway;MESH:D003474_Chemical,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q008,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,hypothesis,H_evidence_gated_four_hop,question_type=hypothesis,True,4,False,True,True,HP:4000055_Phenotype;MESH:D007410_Disease;12638_Gene;MESH:D003550_Disease;GO:0006954_BiologicalProcess,23788646;28155088;37546931;38554847,cftr ->[induces] dysbiosis | dysbiosis --[associated_with] inflammation;cystic fibrosis transmembrane regulator protein ->[causes] inflammation | inflammation --[associated_with] cf | cf ->[causes] cftr | cftr ->[induces] intestinal inflammation,cftr|dysbiosis|inflammation;cystic fibrosis transmembrane regulator protein|inflammation|cf|cftr|intestinal inflammation,7f3e82fcc612868d
netmedex_hybrid_rag,F_adaptive,Q010,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,multilingual_mechanism,H_evidence_gated_four_hop,question_type=multilingual_mechanism,True,4,False,True,True,,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q011,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,mechanism,H_evidence_gated_four_hop,question_type=mechanism,True,4,False,True,True,5563_Gene;56718_Gene;MESH:D008687_Chemical;GO:0023052_BiologicalProcess,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q015,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,two_hop_path,H_evidence_gated_four_hop,question_type=two_hop_path,True,4,False,True,True,MESH:D007239_Disease;R-HSA-9694516_Pathway;GO:0050817_BiologicalProcess,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q016,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,mechanism,H_evidence_gated_four_hop,question_type=mechanism,True,4,False,True,True,MESH:D001284_Disease;smn_disease;HP:0007269_Phenotype;HP:0003287_Phenotype;HP:0001427_Phenotype,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q025,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,hypothesis,H_evidence_gated_four_hop,question_type=hypothesis,True,4,False,True,True,GO:0006954_BiologicalProcess;HP:0003560_Phenotype;HP:0011010_Phenotype,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q028,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,two_hop_path,H_evidence_gated_four_hop,question_type=two_hop_path,True,4,False,True,True,R-HSA-109581_Pathway;1956_Gene,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q029,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,mechanism,H_evidence_gated_four_hop,question_type=mechanism,True,4,False,True,True,HP:0002621_Phenotype,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q037,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,mechanism,H_evidence_gated_four_hop,question_type=mechanism,True,4,False,True,True,map05161_Pathway;HP:0012115_Phenotype;map05225_Pathway;MESH:D019694_Disease;MESH:D007239_Disease,20485626;25646384;29052129;30611768;38064540,chronic hepatitis b virus (hbv) infection ->[causes] chronic liver inflammation | chronic liver inflammation ->[promotes] hcc;chronic hepatitis b virus (hbv) infection ->[leads_to] liver fibrosis | liver fibrosis --[associated_with] hbv | hbv ->[causes] chronic liver inflammation | chronic liver inflammation ->[promotes] hcc;chronic hepatitis b virus (hbv) infection ->[leads_to] liver fibrosis | liver fibrosis --[associated_with] hbv | hbv ->[causes] hbv infection | hbv infection ->[causes] hepatocellular carcinoma,chronic hepatitis b virus (hbv) infection|chronic liver inflammation|hcc;chronic hepatitis b virus (hbv) infection|liver fibrosis|hbv|chronic liver inflammation|hcc;chronic hepatitis b virus (hbv) infection|liver fibrosis|hbv|hbv infection|hepatocellular carcinoma,1035903659e725a7
netmedex_hybrid_rag,F_adaptive,Q041,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,multilingual_mechanism,H_evidence_gated_four_hop,question_type=multilingual_mechanism,True,4,False,True,True,,,,,cdeec80ea79808c4
netmedex_hybrid_rag,F_adaptive,Q050,formal-v1-gpt-4.1-F_adaptive,F. Adaptive routed Hybrid RAG,hypothesis,H_evidence_gated_four_hop,question_type=hypothesis,True,4,False,True,True,MESH:D064806_Disease;301289_Gene;MESH:D001847_Disease,,,,cdeec80ea79808c4
