system,arm,question_id,run_id,path_rank,path_id,path_signature,source,bridge,target,relation_1,relation_2,direction_1,direction_2,pmids,score,hop_count,path_text
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP014,formal-v1-gpt-oss:120b-F_adaptive,1,PP014-P01,fa3452511ed7b713,dysbiosis,fatty acids volatile,bone diseases,decreases,prevents,forward,forward,29302038;35430804,0.7440,2,dysbiosis ->[decreases] fatty acids volatile | fatty acids volatile ->[prevents] bone diseases
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP015,formal-v1-gpt-oss:120b-F_adaptive,1,PP015-P01,daf58598d61d93bf,cftr,,inflammation,induces,,forward,undirected,37546931,0.7990,1,cftr ->[induces] inflammation
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP015,formal-v1-gpt-oss:120b-F_adaptive,2,PP015-P02,9ed6292d75395474,cftr,cystic fibrosis,inflammation,causes,leads_to,forward,forward,33201261;36289287,0.7070,2,cftr ->[causes] cystic fibrosis | cystic fibrosis ->[leads_to] inflammation
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP015,formal-v1-gpt-oss:120b-F_adaptive,3,PP015-P03,57416f2f7b9449cc,cftr,dysbiosis,inflammation,induces,associated_with,forward,undirected,36600119;37546931,0.6890,2,cftr ->[induces] dysbiosis | dysbiosis --[associated_with] inflammation
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP016,formal-v1-gpt-oss:120b-F_adaptive,1,PP016-P01,daf58598d61d93bf,cftr,,inflammation,induces,,forward,undirected,37546931,0.7990,1,cftr ->[induces] inflammation
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP016,formal-v1-gpt-oss:120b-F_adaptive,2,PP016-P02,9ed6292d75395474,cftr,cystic fibrosis,inflammation,causes,leads_to,forward,forward,33201261;36289287,0.7070,2,cftr ->[causes] cystic fibrosis | cystic fibrosis ->[leads_to] inflammation
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP016,formal-v1-gpt-oss:120b-F_adaptive,3,PP016-P03,57416f2f7b9449cc,cftr,dysbiosis,inflammation,induces,associated_with,forward,undirected,36600119;37546931,0.6890,2,cftr ->[induces] dysbiosis | dysbiosis --[associated_with] inflammation
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP018,formal-v1-gpt-oss:120b-F_adaptive,1,PP018-P01,5724030babeb80f1,dysbiosis,periodontitis,bone loss,leads_to,associated_with,forward,undirected,24646638;25918553,0.8440,2,dysbiosis ->[leads_to] periodontitis | periodontitis --[associated_with] bone loss
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP018,formal-v1-gpt-oss:120b-F_adaptive,2,PP018-P02,67837b72691d2015,dysbiosis,inflammation,bone loss,leads_to,associated_with,forward,undirected,20599675;22179898;24976068;25918553,0.5220,4,dysbiosis ->[leads_to] inflammation | inflammation --[associated_with] inflammation | inflammation ->[induces] osteoporosis | osteoporosis ->[causes] bone loss
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP018,formal-v1-gpt-oss:120b-F_adaptive,3,PP018-P03,5392416d32ad795a,dysbiosis,periodontitis,bone loss,leads_to,is_a,forward,undirected,20599675;22179898;25918553,0.5040,4,dysbiosis ->[leads_to] periodontitis | periodontitis --[is_a] inflammation | inflammation ->[induces] osteoporosis | osteoporosis ->[causes] bone loss
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP018,formal-v1-gpt-oss:120b-F_adaptive,4,PP018-P04,c4ebea7d11d6a3b9,dysbiosis,inflammation,bone loss,leads_to,does_not_affect,forward,undirected,16313350;17191007;25918553;26707036,0.4560,4,dysbiosis ->[leads_to] inflammation | inflammation --[does_not_affect] osteoporosis | osteoporosis --[associated_with] ra | ra ->[causes] bone loss
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP019,formal-v1-gpt-oss:120b-F_adaptive,1,PP019-P01,5724030babeb80f1,dysbiosis,periodontitis,bone loss,leads_to,associated_with,forward,undirected,24646638;25918553,0.8440,2,dysbiosis ->[leads_to] periodontitis | periodontitis --[associated_with] bone loss
netmedex_hybrid_rag,H_evidence_gated_four_hop,PP019,formal-v1-gpt-oss:120b-F_adaptive,2,PP019-P02,67837b72691d2015,dysbiosis,inflammation,bone loss,leads_to,associated_with,forward,undirected,20599675;22179898;24976068;25918553,0.5220,4,dysbiosis ->[leads_to] inflammation | inflammation --[associated_with] inflammation | inflammation ->[induces] osteoporosis | osteoporosis ->[causes] bone loss
