question_id,run_id,claim_id,path_id,verdict,reasons
Q001,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q003,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q004,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q006,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q008,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q010,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q011,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q014,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q015,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q016,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q021,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q025,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q028,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q029,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q037,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q041,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q043,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q046,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q047,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
Q050,formal-v1-gpt-oss:120b-F_adaptive,,,no_path_citation,no_path_citations_detected
